,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
8158,3,25,0,0,75,0,24,7,7,25,addicted
8159,3,25,1,1,63,1,39,5,3,33,not addicted
8160,2,36,4,2,69,1,26,0,6,26,addicted
8161,2,27,1,2,56,0,29,6,0,26,not addicted
8162,5,46,2,2,66,2,19,4,4,33,addicted
8163,4,39,3,2,78,2,20,2,6,39,addicted
8164,5,35,1,3,63,2,38,8,5,35,addicted
8165,5,33,1,0,52,1,46,4,1,22,not addicted
8166,4,38,3,2,60,0,38,5,9,36,addicted
8167,6,33,2,2,76,0,18,2,8,27,addicted
8168,5,31,4,3,76,0,34,4,4,24,addicted
8169,4,28,1,2,60,1,31,13,0,26,not addicted
8170,1,17,2,0,54,0,30,9,6,24,not addicted
8171,3,26,3,1,71,2,23,2,6,36,addicted
8172,3,26,2,0,51,0,52,9,2,25,not addicted
8173,5,36,0,0,70,2,28,9,8,25,addicted
8174,2,34,4,2,70,2,37,8,6,23,addicted
8175,4,33,2,1,58,1,32,10,7,25,addicted
8176,3,36,3,1,71,0,44,2,6,23,addicted
8177,6,25,2,1,65,2,43,6,0,20,not addicted
8178,3,26,2,2,50,0,41,7,4,24,not addicted
8179,4,34,1,0,77,1,37,6,8,23,addicted
8180,1,37,0,1,64,0,17,6,5,16,addicted
8181,4,32,0,0,40,1,40,9,0,29,not addicted
8182,7,38,0,0,78,1,18,4,3,34,addicted
8183,4,26,1,1,50,0,42,8,0,32,not addicted
8184,3,27,1,1,53,1,21,5,3,29,not addicted
8185,4,38,2,4,63,1,24,4,3,27,addicted
8186,5,28,1,2,70,3,17,7,2,26,addicted
8187,5,34,3,1,53,1,25,4,2,35,addicted
8188,10,44,1,0,66,1,36,6,6,22,addicted
8189,4,38,0,1,78,1,24,8,5,35,addicted
8190,7,37,2,0,68,0,27,6,4,25,addicted
8191,8,33,0,2,66,0,36,5,6,26,addicted
8192,5,27,1,0,50,0,33,6,1,33,not addicted
8193,1,24,1,1,55,0,51,5,0,19,not addicted
8194,0,22,2,0,61,1,40,8,4,31,not addicted
8195,1,20,2,0,48,1,25,9,3,24,not addicted
8196,4,23,0,3,82,3,33,7,3,26,addicted
8197,6,32,2,2,88,2,20,8,4,23,addicted
8198,9,36,2,3,80,1,42,4,6,38,addicted
8199,2,23,0,2,51,1,42,9,5,26,not addicted
8200,2,32,2,0,67,2,39,3,7,32,addicted
8201,5,23,2,0,67,3,29,6,7,30,addicted
8202,0,18,1,1,52,1,21,6,3,30,not addicted
8203,5,34,4,1,68,0,26,2,8,28,addicted
8204,5,20,2,1,68,0,15,6,3,33,addicted
8205,4,21,3,0,50,0,35,4,0,23,not addicted
8206,5,45,2,2,66,2,27,2,7,27,addicted
8207,2,22,3,0,45,0,28,4,6,33,not addicted
8208,4,33,2,1,64,2,27,5,8,25,addicted
8209,5,20,1,0,62,0,33,7,4,23,not addicted
8210,3,41,0,0,36,1,45,6,4,19,not addicted
8211,6,32,0,0,50,0,24,3,5,17,not addicted
8212,5,35,4,2,68,3,15,9,8,24,addicted
8213,6,22,1,1,56,0,33,4,5,30,not addicted
8214,4,31,2,2,51,0,20,8,3,25,not addicted
8215,3,21,1,1,49,1,21,8,0,31,not addicted
8216,3,23,1,0,58,0,33,5,6,30,not addicted
8217,2,28,2,1,45,2,40,8,0,35,not addicted
8218,7,33,2,0,61,3,43,7,3,21,addicted
8219,3,45,3,2,66,0,21,5,6,23,addicted
8220,4,32,2,0,78,1,20,2,6,28,addicted
8221,4,24,1,0,70,1,40,6,6,40,addicted
8222,3,41,2,0,78,0,23,8,8,29,addicted
8223,3,21,1,0,54,1,22,8,1,22,not addicted
8224,4,22,0,1,50,0,22,5,4,26,not addicted
8225,3,29,1,0,59,0,43,6,1,21,not addicted
8226,4,24,2,1,46,0,24,9,2,32,not addicted
8227,4,37,0,2,74,0,17,5,3,32,addicted
8228,4,34,2,0,90,2,27,5,4,33,addicted
8229,3,28,3,3,79,1,43,5,7,26,addicted
8230,3,42,3,0,62,1,39,6,8,28,addicted
8231,3,27,0,2,64,3,26,5,7,26,addicted
8232,4,40,4,3,80,1,39,5,8,29,addicted
8233,2,40,2,2,71,1,38,6,4,21,addicted
8234,3,40,1,2,59,1,39,6,4,27,addicted
8235,2,34,3,1,74,1,26,6,9,24,addicted
8236,1,37,3,4,68,1,17,9,7,31,addicted
8237,3,26,3,0,48,2,33,6,7,22,not addicted
8238,4,32,4,0,69,0,21,6,3,34,addicted
8239,3,29,2,0,55,0,36,9,5,30,not addicted
8240,4,23,3,3,63,1,34,4,3,33,addicted
8241,2,31,1,1,50,1,24,6,5,34,not addicted
8242,2,24,0,1,47,1,37,10,3,37,not addicted
8243,7,29,2,0,77,2,28,6,4,25,addicted
8244,1,25,2,2,65,2,30,5,7,32,addicted
8245,5,18,2,4,66,2,28,7,7,24,addicted
8246,6,36,1,1,51,0,40,4,2,27,not addicted
8247,3,25,4,3,70,1,19,3,3,20,addicted
8248,3,32,2,2,82,1,18,5,6,26,addicted
8249,7,29,3,2,55,2,35,6,6,34,addicted
8250,3,27,0,0,45,1,39,7,2,22,not addicted
8251,7,31,1,1,78,1,26,8,4,23,addicted
8252,1,25,1,0,48,0,45,4,0,17,not addicted
8253,4,32,0,2,42,1,33,8,0,26,not addicted
8254,5,43,3,3,57,1,39,8,8,33,addicted
8255,4,31,2,2,67,1,15,3,9,19,addicted
8256,2,33,2,0,75,0,41,5,4,30,addicted
8257,5,34,1,0,63,2,39,8,8,39,addicted
8258,4,26,1,1,44,0,45,12,1,23,not addicted
8259,5,24,0,1,59,1,47,4,3,13,not addicted
8260,4,36,1,0,54,1,21,5,6,31,addicted
8261,3,29,2,1,59,0,17,7,6,33,addicted
8262,5,43,4,1,69,1,21,3,7,32,addicted
8263,2,21,3,0,44,0,31,4,4,31,not addicted
8264,5,36,3,2,63,2,22,2,6,30,addicted
8265,4,40,3,3,66,1,19,5,8,34,addicted
8266,5,28,4,2,65,0,16,8,7,26,addicted
8267,5,27,0,4,68,0,34,3,3,28,addicted
8268,4,32,3,1,59,3,27,3,5,25,addicted
8269,2,23,0,2,49,0,48,11,2,18,not addicted
8270,2,31,4,0,61,1,36,2,8,29,addicted
8271,3,22,1,0,37,0,54,7,6,28,not addicted
8272,5,34,1,1,52,1,43,7,0,29,not addicted
8273,3,29,0,0,43,0,42,8,2,16,not addicted
8274,4,43,3,4,72,2,32,6,3,33,addicted
8275,5,28,0,1,44,1,46,6,3,32,not addicted
8276,4,36,1,1,78,2,36,6,3,23,addicted
8277,2,34,3,0,67,1,20,8,5,25,addicted
8278,3,28,1,3,52,1,29,9,3,27,not addicted
8279,4,31,4,2,73,0,24,5,8,35,addicted
8280,5,37,1,1,62,1,20,5,5,21,addicted
8281,5,38,1,1,75,0,34,5,8,25,addicted
8282,6,43,3,2,61,0,32,6,5,36,addicted
8283,2,25,0,0,49,1,32,4,0,24,not addicted
8284,5,26,0,0,60,0,45,4,1,21,not addicted
8285,1,27,0,3,55,1,37,3,1,27,not addicted
8286,6,31,3,1,64,0,20,6,5,42,addicted
8287,5,37,3,2,73,2,24,5,8,26,addicted
8288,3,36,0,4,73,2,25,5,5,33,addicted
8289,4,23,1,1,62,2,26,9,6,25,not addicted
8290,3,30,5,1,79,3,41,4,6,34,addicted
8291,3,26,1,1,45,0,21,9,3,21,not addicted
8292,5,28,0,0,62,2,23,7,6,23,addicted
8293,7,40,2,0,68,0,30,6,6,37,addicted
8294,1,23,2,0,40,1,34,7,4,31,not addicted
8295,5,31,2,2,77,0,39,1,5,19,addicted
8296,0,27,2,2,44,0,24,5,7,30,not addicted
8297,4,33,3,1,85,1,25,5,8,32,addicted
8298,3,28,1,0,37,0,49,4,3,24,not addicted
8299,1,26,2,0,59,1,38,10,4,35,not addicted
8300,5,26,0,1,52,1,37,5,2,21,not addicted
8301,4,42,2,3,69,1,16,6,3,18,addicted
8302,5,38,1,1,65,2,32,3,3,29,addicted
8303,7,38,2,3,71,2,27,6,3,46,addicted
8304,5,21,1,1,54,1,49,7,4,14,not addicted
8305,0,38,4,2,67,0,20,4,5,29,addicted
8306,6,30,2,1,74,0,21,8,7,43,addicted
8307,7,27,1,0,75,1,40,8,9,26,addicted
8308,3,42,2,0,63,0,33,4,5,37,addicted
8309,2,41,2,2,71,0,18,4,5,22,addicted
8310,2,26,1,2,46,1,22,7,2,20,not addicted
8311,3,19,2,1,46,1,49,3,6,23,not addicted
8312,4,34,2,1,63,1,18,2,3,37,addicted
8313,3,27,0,1,60,2,30,6,0,25,not addicted
8314,8,41,1,0,62,2,34,5,8,34,addicted
8315,4,29,0,0,46,0,50,8,6,26,not addicted
8316,8,44,0,2,71,1,23,3,4,33,addicted
8317,3,26,2,0,55,0,23,7,4,20,not addicted
8318,4,38,4,3,61,1,42,6,3,43,addicted
8319,4,36,0,1,70,1,30,8,9,31,addicted
8320,4,33,1,1,62,0,38,8,5,24,addicted
8321,3,32,0,1,74,0,23,7,8,23,addicted
8322,2,23,0,0,45,1,27,3,6,35,not addicted
8323,7,40,4,2,68,2,28,7,5,29,addicted
8324,6,41,0,3,78,2,38,7,4,27,addicted
8325,3,30,2,1,71,1,26,4,5,31,addicted
8326,4,45,2,1,52,3,31,8,3,33,addicted
8327,4,33,2,1,81,2,30,4,7,35,addicted
8328,5,17,2,1,54,0,33,8,4,24,not addicted
8329,6,32,4,0,60,0,39,3,7,25,addicted
8330,2,28,1,0,48,1,53,10,2,25,not addicted
8331,2,24,1,0,46,2,48,5,5,23,not addicted
8332,5,39,1,0,67,2,19,5,2,35,addicted
8333,0,33,1,0,57,2,30,5,7,36,addicted
8334,3,42,0,2,70,0,31,2,7,33,addicted
8335,4,24,0,0,47,1,27,6,4,29,not addicted
8336,2,33,4,2,87,0,32,4,9,30,addicted
8337,7,35,2,1,65,2,43,5,3,27,addicted
8338,5,28,1,0,50,1,28,3,0,30,not addicted
8339,5,33,1,0,82,2,40,4,3,35,addicted
8340,2,26,0,0,55,1,50,7,0,23,not addicted
8341,4,35,0,0,85,4,23,5,4,34,addicted
8342,2,31,1,0,51,0,54,6,3,25,not addicted
8343,6,39,4,1,62,2,35,8,5,23,addicted
8344,1,14,1,1,54,0,23,7,0,27,not addicted
8345,5,25,0,2,87,1,15,6,2,32,addicted
8346,1,20,1,2,79,1,16,3,3,35,addicted
8347,5,27,0,0,45,0,21,8,2,22,not addicted
8348,4,53,5,0,64,1,38,6,3,41,addicted
8349,2,31,2,0,33,1,46,5,4,35,not addicted
8350,5,34,2,3,80,3,43,4,4,36,addicted
8351,9,29,0,0,76,0,42,4,8,24,addicted
8352,2,31,2,0,52,2,32,2,2,23,not addicted
8353,1,36,1,1,51,2,23,6,5,27,not addicted
8354,2,19,1,1,47,1,32,5,1,22,not addicted
8355,4,37,4,2,58,1,37,6,5,31,addicted
8356,3,38,5,2,51,1,34,5,3,36,addicted
8357,1,21,1,0,35,0,25,10,7,20,not addicted
8358,3,23,2,2,54,0,36,8,4,31,not addicted
8359,6,39,1,1,53,0,17,3,4,30,addicted
8360,6,37,0,2,74,1,40,6,3,25,addicted
8361,1,14,2,1,51,1,54,10,6,27,not addicted
8362,5,30,2,2,73,0,24,4,3,20,addicted
8363,7,36,2,1,67,0,44,6,4,31,addicted
8364,3,28,2,0,70,2,19,3,4,29,addicted
8365,5,19,1,0,34,1,52,4,4,28,not addicted
8366,5,23,1,3,71,1,29,11,3,44,addicted
8367,6,28,1,0,72,0,20,8,7,28,addicted
8368,4,42,1,1,63,1,15,5,6,28,addicted
8369,5,27,1,0,55,0,51,3,3,22,not addicted
8370,9,35,2,0,75,0,16,5,6,30,addicted
8371,4,32,2,2,67,0,41,10,4,38,addicted
8372,5,48,5,1,64,1,21,6,7,33,addicted
8373,3,32,1,2,47,0,49,7,0,28,not addicted
8374,5,22,3,1,60,2,18,3,7,33,addicted
8375,4,23,0,0,47,1,32,7,1,34,not addicted
8376,1,23,1,0,54,0,22,7,5,23,not addicted
8377,5,26,3,0,54,0,26,2,3,29,not addicted
8378,3,34,4,2,64,1,37,8,7,23,addicted
8379,3,26,1,0,55,0,44,6,5,24,not addicted
8380,3,18,2,0,52,2,53,4,5,25,not addicted
8381,5,35,2,1,38,0,29,4,3,18,not addicted
8382,2,24,2,0,54,1,44,7,2,24,not addicted
8383,3,26,2,1,72,2,36,6,6,24,addicted
8384,0,38,3,0,68,2,33,5,8,30,addicted
8385,4,36,1,3,88,1,34,3,5,36,addicted
8386,5,22,2,1,61,2,43,5,6,33,addicted
8387,3,28,0,3,84,0,40,2,8,27,addicted
8388,3,24,0,1,55,0,35,7,2,17,not addicted
8389,5,33,5,1,67,1,15,8,6,33,addicted
8390,3,29,2,0,73,3,16,8,8,30,addicted
8391,7,35,0,1,67,2,30,5,3,25,addicted
8392,4,33,2,1,76,2,34,1,5,29,addicted
8393,6,39,3,0,67,1,18,3,6,27,addicted
8394,2,26,1,2,64,0,29,6,1,24,not addicted
8395,4,29,1,1,40,0,36,7,5,20,not addicted
8396,3,27,0,0,64,2,18,0,5,25,addicted
8397,7,32,3,1,74,3,26,6,6,32,addicted
8398,0,30,0,1,53,1,21,7,1,26,not addicted
8399,5,40,1,1,52,1,37,6,7,36,addicted
8400,5,24,1,1,86,0,29,6,8,20,addicted
8401,0,21,2,1,52,1,27,5,0,22,not addicted
8402,6,27,1,2,61,0,43,6,6,47,addicted
8403,5,30,0,2,78,1,35,5,3,24,addicted
8404,3,34,0,0,96,1,38,4,6,22,addicted
8405,1,32,2,0,61,0,33,7,6,22,addicted
8406,4,17,0,2,42,2,45,5,3,23,not addicted
8407,6,38,2,2,78,1,15,5,5,26,addicted
8408,5,33,4,1,72,1,16,6,5,26,addicted
8409,3,20,0,0,50,2,30,8,5,17,not addicted
8410,3,34,0,1,90,0,38,0,5,34,addicted
8411,4,23,2,1,54,1,22,2,4,21,not addicted
8412,3,37,1,0,56,1,22,6,4,27,not addicted
8413,5,33,3,0,74,1,26,5,4,31,addicted
8414,4,43,2,2,72,2,38,3,4,29,addicted
8415,6,35,4,2,69,3,22,4,4,36,addicted
8416,5,26,2,0,54,2,40,3,7,23,not addicted
8417,4,21,0,1,47,2,39,6,5,24,addicted
8418,1,28,3,0,62,1,50,8,0,24,not addicted
8419,4,27,1,1,49,0,41,5,1,21,not addicted
8420,2,28,2,2,84,0,27,7,3,27,addicted
8421,4,30,2,0,50,1,38,1,4,26,not addicted
8422,1,32,1,0,47,1,35,5,4,33,not addicted
8423,5,33,2,0,74,0,21,7,5,28,addicted
8424,5,20,2,0,59,0,31,7,5,25,not addicted
8425,5,52,2,0,56,2,20,5,5,32,addicted
8426,2,35,0,0,62,1,40,7,9,34,addicted
8427,4,38,3,1,81,0,42,5,3,16,addicted
8428,3,28,2,1,57,1,46,7,3,34,not addicted
8429,0,22,0,1,48,2,24,8,2,28,not addicted
8430,3,37,0,2,60,2,29,7,4,27,addicted
8431,5,36,3,2,78,1,42,5,6,26,addicted
8432,4,32,1,1,69,1,40,5,5,21,addicted
8433,1,25,0,1,49,0,34,6,0,30,not addicted
8434,2,17,3,1,33,2,20,5,0,25,not addicted
8435,4,18,0,1,45,0,22,7,3,17,not addicted
8436,3,23,1,1,43,1,38,6,3,24,not addicted
8437,6,31,2,3,64,1,25,6,5,31,addicted
8438,5,25,2,3,66,1,41,4,6,32,addicted
8439,3,20,1,0,53,0,48,8,4,16,not addicted
8440,0,18,1,0,45,1,51,4,5,20,not addicted
8441,3,26,2,0,52,1,50,8,0,27,not addicted
8442,1,32,2,1,47,1,47,7,3,22,not addicted
8443,6,30,3,1,60,1,38,6,7,30,addicted
8444,10,41,1,0,66,0,42,5,3,38,addicted
8445,3,35,4,3,67,1,19,6,3,31,addicted
8446,2,30,1,0,52,0,43,3,2,33,not addicted
8447,5,32,5,1,81,0,26,2,8,34,addicted
8448,7,31,0,4,67,0,39,6,7,30,addicted
8449,5,34,1,3,79,1,24,7,6,29,addicted
8450,3,24,2,1,41,2,46,6,3,25,not addicted
8451,5,39,2,1,78,2,33,6,3,27,addicted
8452,3,28,0,1,38,1,41,7,3,23,not addicted
8453,3,24,2,0,54,1,39,9,2,23,not addicted
8454,7,27,0,2,68,3,35,7,8,37,addicted
8455,5,38,0,1,61,2,19,7,5,31,addicted
8456,5,39,4,2,62,1,19,8,3,38,addicted
8457,3,32,4,3,66,1,34,3,7,37,addicted
8458,7,42,3,2,61,0,43,6,5,28,addicted
8459,4,45,2,1,74,1,24,5,7,32,addicted
8460,5,32,0,0,69,2,34,5,4,32,addicted
8461,3,18,0,1,45,1,44,7,6,29,not addicted
8462,4,25,0,1,31,0,22,3,6,23,not addicted
8463,3,33,3,4,68,2,19,4,5,28,addicted
8464,3,39,2,3,48,2,26,5,8,30,addicted
8465,5,31,0,0,63,2,35,8,3,30,addicted
8466,5,36,0,1,69,2,22,7,9,27,addicted
8467,5,41,2,0,70,0,19,4,6,34,addicted
8468,1,27,1,0,55,1,35,9,2,26,not addicted
8469,5,34,3,1,74,0,39,3,3,30,addicted
8470,2,37,2,1,60,1,45,3,5,31,addicted
8471,1,27,3,0,44,0,30,7,4,17,not addicted
8472,2,31,3,2,79,1,27,5,6,28,addicted
8473,3,26,2,1,53,0,35,9,6,23,not addicted
8474,4,38,2,2,54,1,38,7,6,22,addicted
8475,4,23,2,0,46,0,33,8,5,21,not addicted
8476,4,35,1,0,77,2,18,7,7,29,addicted
8477,3,33,0,0,56,2,25,6,1,17,not addicted
8478,4,22,1,0,46,0,43,7,5,28,not addicted
8479,5,31,3,0,39,0,40,5,5,18,not addicted
8480,4,38,0,1,81,1,16,8,3,33,addicted
8481,0,35,3,1,67,2,18,4,7,40,addicted
8482,7,32,3,2,73,4,20,7,7,21,addicted
8483,1,48,1,1,80,2,18,5,7,30,addicted
8484,5,23,0,1,70,1,49,5,6,27,not addicted
8485,4,23,0,0,48,2,47,7,4,29,not addicted
8486,5,43,4,1,56,2,16,3,5,27,addicted
8487,6,20,1,1,49,0,47,5,6,20,not addicted
8488,6,24,0,1,72,0,27,5,4,38,addicted
8489,6,40,3,0,72,0,20,7,8,43,addicted
8490,4,26,2,2,43,0,21,8,3,31,not addicted
8491,4,24,4,2,60,1,16,5,3,37,addicted
8492,5,25,0,2,64,1,26,6,5,29,addicted
8493,0,20,0,1,60,0,53,7,0,24,not addicted
8494,2,24,0,0,47,0,37,5,1,29,not addicted
8495,7,35,2,2,73,2,18,10,9,34,addicted
8496,6,38,1,0,65,2,25,3,3,31,addicted
8497,4,34,3,0,70,1,17,5,4,28,addicted
8498,1,28,2,1,42,1,39,6,5,26,not addicted
8499,3,29,0,0,47,0,32,8,0,26,not addicted
8500,6,28,0,1,75,2,32,6,5,38,addicted
8501,2,22,1,0,54,0,23,3,0,18,not addicted
8502,3,22,1,2,55,1,29,5,4,27,not addicted
8503,1,33,3,2,68,1,42,8,5,29,addicted
8504,5,18,0,2,61,0,22,8,5,24,not addicted
8505,4,33,3,0,66,1,45,8,4,29,addicted
8506,4,33,3,0,68,1,21,5,3,20,addicted
8507,2,11,1,1,51,0,40,6,1,26,not addicted
8508,2,30,3,1,51,2,52,4,5,23,not addicted
8509,3,26,4,0,72,2,29,5,7,29,addicted
8510,8,34,2,3,77,2,33,9,6,33,addicted
8511,7,37,4,1,69,0,45,7,7,30,addicted
8512,2,21,1,1,40,2,21,6,4,24,not addicted
8513,7,13,2,1,49,0,28,3,3,26,not addicted
8514,3,32,4,0,66,0,25,6,4,37,addicted
8515,1,43,1,2,72,3,34,7,5,22,addicted
8516,0,27,1,0,47,0,35,5,6,25,not addicted
8517,5,37,3,1,82,3,20,5,5,30,addicted
8518,8,27,2,2,78,1,29,7,6,20,addicted
8519,6,34,5,0,67,2,32,8,9,26,addicted
8520,2,26,2,1,52,2,50,5,5,24,not addicted
8521,1,19,3,1,53,1,36,5,2,29,not addicted
8522,3,20,1,1,56,0,47,3,5,27,not addicted
8523,4,35,2,1,58,1,39,6,4,51,addicted
8524,5,32,0,3,42,0,26,5,4,17,not addicted
8525,4,34,3,2,65,1,26,4,8,35,addicted
8526,9,37,0,1,88,1,34,4,2,32,addicted
8527,3,21,2,1,41,0,37,6,3,30,not addicted
8528,4,39,4,1,65,0,19,7,5,30,addicted
8529,3,30,1,1,54,1,50,9,5,28,not addicted
8530,1,36,1,0,45,2,43,7,5,25,not addicted
8531,2,30,0,0,53,1,43,11,0,22,not addicted
8532,5,31,2,3,80,3,20,3,8,33,addicted
8533,3,42,2,0,76,1,21,5,5,30,addicted
8534,1,25,1,3,63,2,28,9,2,30,not addicted
8535,3,29,1,0,55,1,44,10,5,20,not addicted
8536,7,40,2,2,72,2,42,5,4,31,addicted
8537,5,42,0,1,72,3,30,3,3,22,addicted
8538,3,26,2,0,61,0,25,6,4,22,not addicted
8539,1,21,2,1,53,0,43,8,5,27,not addicted
8540,5,35,3,0,55,1,37,7,5,29,addicted
8541,2,25,1,2,53,0,22,7,3,28,not addicted
8542,3,25,2,2,71,1,42,7,5,25,addicted
8543,1,27,1,1,40,0,31,9,5,30,not addicted
8544,4,41,2,0,83,0,34,4,5,31,addicted
8545,4,20,1,1,41,2,46,8,3,26,not addicted
8546,6,25,0,0,55,0,31,8,1,29,not addicted
8547,4,19,0,0,36,1,36,7,0,23,not addicted
8548,4,15,1,1,53,0,54,6,4,38,not addicted
8549,4,23,3,1,53,0,26,3,4,17,not addicted
8550,4,34,2,2,70,1,18,3,9,28,addicted
8551,2,20,0,0,54,2,41,5,6,21,not addicted
8552,2,35,1,2,63,1,31,8,9,35,addicted
8553,4,31,1,1,56,1,40,6,5,30,addicted
8554,2,28,2,2,72,0,39,3,5,38,addicted
8555,2,22,0,1,51,0,53,5,4,13,not addicted
8556,5,34,0,0,67,0,33,4,3,22,addicted
8557,3,31,3,2,63,1,42,5,3,33,addicted
8558,3,35,4,2,67,1,20,4,4,28,addicted
8559,6,33,4,2,78,0,24,6,2,36,addicted
8560,0,27,1,2,52,2,31,2,5,30,not addicted
8561,4,32,0,2,63,3,18,5,6,23,addicted
8562,4,37,3,2,69,1,18,4,5,40,addicted
8563,6,39,3,1,61,0,34,7,6,24,addicted
8564,7,31,4,2,71,1,20,5,6,31,addicted
8565,3,33,3,1,78,0,15,7,4,25,addicted
8566,5,40,4,1,65,1,39,8,6,24,addicted
8567,6,50,0,1,60,1,22,5,6,40,addicted
8568,4,38,3,2,76,2,16,3,3,22,addicted
8569,6,36,0,0,62,1,28,6,8,21,addicted
8570,2,25,1,1,52,0,26,8,6,23,not addicted
8571,4,40,3,0,76,1,29,5,9,30,addicted
8572,3,25,2,1,47,0,55,5,0,24,not addicted
8573,5,35,1,2,100,0,33,6,4,19,addicted
8574,3,31,3,3,52,0,39,9,0,30,not addicted
8575,4,31,2,0,54,0,32,6,1,18,not addicted
8576,2,29,2,2,66,2,28,5,2,38,addicted
8577,10,35,1,0,60,2,31,7,4,31,addicted
8578,3,21,0,0,60,0,34,2,1,30,not addicted
8579,4,34,3,2,69,2,22,6,3,22,addicted
8580,5,38,3,0,71,2,28,5,6,33,addicted
8581,3,46,2,1,65,2,15,8,5,30,addicted
8582,4,28,3,1,60,1,36,7,5,23,not addicted
8583,4,32,3,1,83,1,24,4,5,29,addicted
8584,3,33,1,2,58,1,46,6,5,21,not addicted
8585,5,26,0,1,45,2,51,5,6,25,not addicted
8586,4,36,2,1,61,1,36,8,7,28,addicted
8587,2,20,2,1,51,0,41,5,4,21,not addicted
8588,2,25,1,2,59,1,26,4,5,26,not addicted
8589,3,27,0,0,52,1,30,9,6,16,not addicted
8590,5,26,3,2,75,0,40,6,3,23,addicted
8591,8,37,3,2,75,0,16,4,9,26,addicted
8592,1,23,1,0,48,1,25,4,1,23,not addicted
8593,4,22,3,2,47,0,33,7,3,29,not addicted
8594,5,31,6,0,75,1,37,7,7,31,addicted
8595,4,46,3,3,78,3,27,7,7,33,addicted
8596,3,26,2,0,47,0,49,5,2,23,not addicted
8597,3,31,0,2,43,1,31,5,6,30,not addicted
8598,2,17,0,0,55,0,30,5,2,28,not addicted
8599,3,23,1,1,53,1,45,11,2,20,not addicted
8600,5,38,1,2,72,3,21,8,8,29,addicted
8601,7,45,0,2,95,2,25,6,5,32,addicted
8602,1,45,0,3,74,1,15,3,8,39,addicted
8603,4,33,0,3,63,2,25,5,6,34,addicted
8604,2,29,2,2,77,2,33,3,4,22,addicted
8605,5,34,1,2,75,1,19,3,6,42,addicted
8606,4,30,1,0,54,1,49,9,4,17,not addicted
8607,3,36,3,1,71,0,33,2,7,30,addicted
8608,7,30,3,1,61,0,25,4,5,26,addicted
8609,6,26,1,1,39,1,54,10,0,27,not addicted
8610,2,40,4,1,83,2,22,7,8,27,addicted
8611,2,42,0,2,75,2,22,6,6,35,addicted
8612,3,20,2,1,60,0,24,0,5,27,not addicted
8613,3,27,1,0,71,3,15,3,4,26,addicted
8614,4,38,1,2,78,1,39,8,3,25,addicted
8615,6,23,2,0,60,0,30,5,2,30,not addicted
8616,2,37,4,1,68,2,39,5,5,37,addicted
8617,3,32,3,2,80,2,23,6,3,35,addicted
8618,2,25,1,0,53,1,54,9,3,20,not addicted
8619,9,37,2,0,68,1,15,9,7,30,addicted
8620,3,35,0,0,59,0,31,3,2,19,not addicted
8621,3,31,2,1,44,0,25,8,2,16,not addicted
8622,3,26,3,0,51,1,28,7,3,22,not addicted
8623,6,35,1,2,64,3,24,4,6,34,addicted
8624,3,34,1,1,60,1,19,9,8,31,addicted
8625,1,36,1,2,68,3,35,7,4,22,addicted
8626,2,37,3,2,79,3,26,5,9,32,addicted
8627,7,32,5,3,62,2,16,7,7,34,addicted
8628,5,35,2,2,70,1,25,11,6,28,addicted
8629,5,31,1,0,49,0,45,6,0,26,not addicted
8630,7,26,5,1,74,1,39,3,5,24,addicted
8631,3,38,3,0,58,1,36,6,1,25,not addicted
8632,3,35,3,2,76,2,16,8,8,25,addicted
8633,2,33,2,1,59,1,21,9,7,26,addicted
8634,2,21,1,1,47,0,39,7,6,22,not addicted
8635,3,25,3,0,48,0,33,7,4,25,not addicted
8636,2,27,0,0,45,0,52,12,1,24,not addicted
8637,4,24,2,0,73,1,30,2,3,39,addicted
8638,5,21,1,2,49,1,37,8,2,24,not addicted
8639,7,49,1,1,80,1,31,4,6,36,addicted
8640,8,32,2,1,67,0,30,5,8,34,addicted
8641,4,25,0,1,54,1,51,8,2,24,not addicted
8642,3,14,2,1,46,0,53,7,5,20,not addicted
8643,2,21,0,0,38,1,30,5,3,35,not addicted
8644,3,27,1,3,42,0,21,6,7,28,not addicted
8645,3,16,2,0,47,0,48,6,6,32,not addicted
8646,2,25,1,1,51,1,23,11,1,35,not addicted
8647,4,55,0,3,56,1,31,5,6,22,addicted
8648,0,28,3,0,55,1,47,7,4,13,not addicted
8649,7,18,0,0,41,0,46,5,2,26,not addicted
8650,2,34,2,1,43,0,51,8,2,22,not addicted
8651,3,41,1,1,63,1,22,8,7,30,addicted
8652,2,24,3,3,80,1,35,7,7,37,addicted
8653,2,25,1,0,54,0,49,3,3,22,not addicted
8654,5,33,2,3,61,2,23,4,5,25,addicted
8655,7,40,3,2,67,1,34,5,5,27,addicted
8656,5,20,1,2,47,1,47,2,5,28,not addicted
8657,6,35,3,2,66,2,25,5,5,32,addicted
8658,3,30,0,0,54,0,23,7,0,32,not addicted
8659,2,37,1,2,54,0,35,11,6,22,not addicted
8660,2,29,2,0,67,0,25,5,3,22,not addicted
8661,4,42,4,3,60,0,36,7,4,29,addicted
8662,5,35,3,2,74,1,41,9,2,31,addicted
8663,4,36,1,2,68,1,34,3,6,19,addicted
8664,6,28,0,4,58,0,43,6,8,20,addicted
8665,3,29,2,1,59,0,34,9,0,23,not addicted
